Id;Kolejka;season;home;away;date;hour;gh;ga;IsCancelled;IsWalkover;note
299;26;1928;Klub Turystów Łódź;Polonia Warszawa;1928-08-05;16:30;5;0;0;0;
300;26;1928;Czarni Lwów;Warszawianka Warszawa;1928-08-05;17:30;3;0;0;0;
301;26;1928;Wisła Kraków;TKS Toruń;1928-08-05;17:00;9;0;0;0;
302;26;1928;Legia Warszawa;1. FC Katowice;1928-08-05;17:00;4;3;0;0;
303;26;1928;Hasmonea Lwów;Ruch Chorzów;1928-08-05;16:00;3;4;0;0;
304;27;1928;Cracovia;Ruch Chorzów;1928-08-12;17:00;2;2;0;0;
305;27;1928;Pogoń Lwów;Legia Warszawa;1928-08-12;17:00;1;1;0;0;
306;27;1928;ŁKS Łódź;Hasmonea Lwów;1928-08-12;16:30;2;2;0;0;
307;27;1928;Warszawianka Warszawa;Klub Turystów Łódź;1928-08-12;17:00;3;2;0;0;
308;27;1928;Śląsk Świętochłowice;Polonia Warszawa;1928-08-12;17:00;0;3;0;1;
309;27;1928;1. FC Katowice;Warta Poznań;1928-08-12;17:00;2;1;0;0;
310;28;1928;Czarni Lwów;Śląsk Świętochłowice;1928-08-15;17:00;3;0;0;1;
311;28;1928;ŁKS Łódź;Wisła Kraków;1928-08-15;17:00;2;1;1;0;
312;28;1928;Polonia Warszawa;Hasmonea Lwów;1928-08-15;17:00;5;0;0;0;
313;29;1928;Warta Poznań;TKS Toruń;1928-08-19;17:00;2;2;0;0;
314;29;1928;Pogoń Lwów;ŁKS Łódź;1928-08-19;17:00;4;3;0;0;
315;29;1928;Ruch Chorzów;Wisła Kraków;1928-08-19;16:30;1;1;0;0;
316;29;1928;Warszawianka Warszawa;Cracovia;1928-08-19;17:00;1;1;0;0;
317;30;1928;Legia Warszawa;Klub Turystów Łódź;1928-08-26;16:30;4;1;0;0;
318;30;1928;Cracovia;TKS Toruń;1928-08-26;16:45;3;0;0;1;
319;30;1928;Śląsk Świętochłowice;Pogoń Lwów;1928-08-26;14:30;0;3;0;1;
320;30;1928;1. FC Katowice;Czarni Lwów;1928-08-26;;2;4;0;0;
321;30;1928;Hasmonea Lwów;Warta Poznań;1928-08-26;16:30;1;3;0;0;
322;31;1928;Legia Warszawa;Hasmonea Lwów;1928-09-02;16:30;7;1;0;0;
323;31;1928;ŁKS Łódź;TKS Toruń;1928-09-02;16:00;6;0;0;0;
324;31;1928;Warta Poznań;Wisła Kraków;1928-09-02;16:30;2;0;0;0;
325;31;1928;1. FC Katowice;Polonia Warszawa;1928-09-02;16:00;0;2;0;0;
326;31;1928;Pogoń Lwów;Czarni Lwów;1928-09-02;16:30;4;0;0;0;
327;32;1928;Polonia Warszawa;Warta Poznań;1928-09-09;16:00;1;3;0;0;
328;32;1928;Śląsk Świętochłowice;Klub Turystów Łódź;1928-09-09;;0;3;0;1;
329;32;1928;ŁKS Łódź;Legia Warszawa;1928-09-09;16:00;0;1;0;0;
330;32;1928;Ruch Chorzów;1. FC Katowice;1928-09-09;14:00;1;2;0;0;
331;32;1928;Wisła Kraków;Cracovia;1928-09-09;16:00;5;1;0;0;
332;32;1928;Hasmonea Lwów;Pogoń Lwów;1928-09-09;16:00;0;3;0;0;
333;32;1928;TKS Toruń;Czarni Lwów;1928-09-09;;0;3;0;1;
334;33;1928;Cracovia;Pogoń Lwów;1928-09-16;16:00;3;1;0;0;
335;33;1928;Czarni Lwów;Wisła Kraków;1928-09-16;15:45;2;3;0;0;
336;33;1928;TKS Toruń;Legia Warszawa;1928-09-16;16:00;2;5;0;0;
337;33;1928;Warszawianka Warszawa;Polonia Warszawa;1928-09-16;16:00;3;3;0;0;
338;34;1928;Ruch Chorzów;ŁKS Łódź;1928-09-23;16:00;2;4;0;0;
339;34;1928;Klub Turystów Łódź;1. FC Katowice;1928-09-23;11:00;3;2;0;0;
340;34;1928;Legia Warszawa;Cracovia;1928-09-23;16:00;3;2;0;0;
341;34;1928;Wisła Kraków;Warszawianka Warszawa;1928-09-23;15:30;6;2;0;0;
342;34;1928;Warta Poznań;Śląsk Świętochłowice;1928-09-23;;3;0;0;1;
343;34;1928;Czarni Lwów;Hasmonea Lwów;1928-09-23;11:00;3;0;0;1;
344;35;1928;Polonia Warszawa;Wisła Kraków;1928-09-30;15:15;2;7;0;0;
345;35;1928;Pogoń Lwów;Warszawianka Warszawa;1928-09-30;11:00;0;1;0;0;
346;35;1928;Ruch Chorzów;Klub Turystów Łódź;1928-09-30;15:30;2;1;0;0;
347;35;1928;Cracovia;Warta Poznań;1928-09-30;15:30;5;2;0;0;
348;35;1928;Śląsk Świętochłowice;ŁKS Łódź;1928-09-30;11:00;1;6;0;0;
349;35;1928;Hasmonea Lwów;1. FC Katowice;1928-09-30;15:30;4;2;0;0;
350;36;1928;Warszawianka Warszawa;Legia Warszawa;1928-10-07;15:00;1;7;0;0;
351;36;1928;Klub Turystów Łódź;Cracovia;1928-10-07;15:00;1;1;0;0;
352;36;1928;Wisła Kraków;Hasmonea Lwów;1928-10-07;15:00;4;1;0;0;
353;36;1928;Pogoń Lwów;Polonia Warszawa;1928-10-07;15:00;4;3;0;0;
354;36;1928;Ruch Chorzów;Warta Poznań;1928-10-07;15:30;2;2;0;0;
355;36;1928;1. FC Katowice;ŁKS Łódź;1928-10-07;15:30;1;0;0;0;
356;37;1928;Warta Poznań;Pogoń Lwów;1928-10-14;15:00;3;2;0;0;
357;37;1928;ŁKS Łódź;Polonia Warszawa;1928-10-14;15:00;2;0;0;0;
358;37;1928;Hasmonea Lwów;Cracovia;1928-10-14;15:00;0;2;0;0;
359;37;1928;Wisła Kraków;Legia Warszawa;1928-10-14;15:00;2;1;0;0;
360;37;1928;Ruch Chorzów;Czarni Lwów;1928-10-14;15:00;3;3;0;0;
361;37;1928;Warszawianka Warszawa;TKS Toruń;1928-10-14;15:00;3;0;0;1;
362;38;1928;Hasmonea Lwów;Klub Turystów Łódź;1928-10-21;10:30;0;1;0;0;
363;38;1928;Pogoń Lwów;Wisła Kraków;1928-10-21;14:30;0;2;0;0;
364;38;1928;ŁKS Łódź;Czarni Lwów;1928-10-21;15:00;2;0;0;0;
365;38;1928;Warszawianka Warszawa;Warta Poznań;1928-10-21;14:30;1;1;0;0;
366;38;1928;TKS Toruń;Hasmonea Lwów;1928-10-21;;0;3;0;1;
367;38;1928;Śląsk Świętochłowice;Ruch Chorzów;1928-10-21;14:30;1;0;0;0;
368;38;1928;Cracovia;Polonia Warszawa;1928-10-21;14:30;0;1;0;0;
369;39;1928;1. FC Katowice;Śląsk Świętochłowice;1928-10-28;15:00;5;0;0;0;
370;39;1928;Pogoń Lwów;TKS Toruń;1928-10-28;;3;0;0;1;
371;39;1928;ŁKS Łódź;Klub Turystów Łódź;1928-10-28;14:30;1;1;0;0;
372;40;1928;Polonia Warszawa;TKS Toruń;1928-11-01;;3;0;0;1;
373;40;1928;Czarni Lwów;Cracovia;1928-11-01;11:00;4;3;0;0;
374;40;1928;Wisła Kraków;Klub Turystów Łódź;1928-11-01;14:15;5;0;0;0;
375;40;1928;Warszawianka Warszawa;ŁKS Łódź;1928-11-01;14:30;0;5;0;0;
376;40;1928;Śląsk Świętochłowice;Hasmonea Lwów;1928-11-01;11:30;3;0;0;1;
377;41;1928;Warszawianka Warszawa;Ruch Chorzów;1928-11-04;11:00;3;1;0;0;
378;41;1928;Cracovia;ŁKS Łódź;1928-11-04;14:00;7;1;0;0;
379;41;1928;Klub Turystów Łódź;TKS Toruń;1928-11-04;;3;0;0;1;
380;41;1928;Polonia Warszawa;Czarni Lwów;1928-11-04;12:45;1;0;0;0;
381;41;1928;Warta Poznań;Legia Warszawa;1928-11-04;14:00;6;2;0;0;
382;41;1928;1. FC Katowice;Pogoń Lwów;1928-11-04;14:00;1;0;0;0;
383;42;1928;Wisła Kraków;Śląsk Świętochłowice;1928-11-11;14:15;9;2;0;0;
384;42;1928;1. FC Katowice;Warszawianka Warszawa;1928-11-11;;2;0;0;0;
385;42;1928;Czarni Lwów;Warta Poznań;1928-11-11;14:15;2;3;0;0;
386;42;1928;TKS Toruń;Ruch Chorzów;1928-11-11;;0;3;0;1;
387;42;1928;Legia Warszawa;Polonia Warszawa;1928-11-11;14:00;3;0;0;0;
388;43;1928;Warszawianka Warszawa;Śląsk Świętochłowice;1928-11-18;11:00;3;2;0;0;
389;43;1928;Polonia Warszawa;Ruch Chorzów;1928-11-18;12:30;3;4;0;0;
390;43;1928;1. FC Katowice;Wisła Kraków;1928-11-18;13:50;1;1;0;0;
391;43;1928;Czarni Lwów;Legia Warszawa;1928-11-18;11:00;0;1;0;0;
392;43;1928;Warta Poznań;Klub Turystów Łódź;1928-11-18;13:30;0;1;0;0;
393;44;1928;Hasmonea Lwów;Warszawianka Warszawa;1928-11-25;;0;3;0;1;
394;44;1928;Czarni Lwów;Pogoń Lwów;1928-11-25;11:00;1;1;0;0;
395;44;1928;ŁKS Łódź;Wisła Kraków;1928-11-25;13:30;2;1;0;0;
396;44;1928;Śląsk Świętochłowice;TKS Toruń;1928-11-25;;3;0;0;1;
397;44;1928;Cracovia;1. FC Katowice;1928-11-25;13:45;6;1;0;0;
398;44;1928;Legia Warszawa;Ruch Chorzów;1928-11-25;12:00;5;0;0;0;
399;1;1929;Ruch Chorzów;Polonia Warszawa;1929-03-17;15:00;0;0;1;0;
400;2;1929;Legia Warszawa;Ruch Chorzów;1929-03-24;15:15;1;2;0;0;
401;2;1929;Warta Poznań;Klub Turystów Łódź;1929-03-24;15:30;7;1;0;0;
402;2;1929;ŁKS Łódź;Polonia Warszawa;1929-03-24;15:30;4;2;0;0;
403;3;1929;Wisła Kraków;Warszawianka Warszawa;1929-03-31;15:45;4;2;0;0;
404;4;1929;Ruch Chorzów;Warta Poznań;1929-04-07;16:00;2;0;0;0;
405;4;1929;Warszawianka Warszawa;Polonia Warszawa;1929-04-07;16:00;2;2;0;0;
406;4;1929;Czarni Lwów;Cracovia;1929-04-07;15:45;2;2;0;0;
407;4;1929;ŁKS Łódź;Wisła Kraków;1929-04-07;16:00;2;2;0;0;
408;4;1929;Garbarnia Kraków;Klub Turystów Łódź;1929-04-07;16:00;8;2;0;0;
409;5;1929;Pogoń Lwów;Legia Warszawa;1929-04-14;16:00;0;2;0;0;
410;5;1929;Cracovia;Ruch Chorzów;1929-04-14;16:00;0;3;0;0;
411;5;1929;Warta Poznań;Warszawianka Warszawa;1929-04-14;16:00;2;2;0;0;
412;5;1929;Polonia Warszawa;Garbarnia Kraków;1929-04-14;14:00;1;3;0;0;
413;5;1929;Klub Turystów Łódź;1. FC Katowice;1929-04-14;16:00;1;2;0;0;
414;6;1929;1. FC Katowice;Cracovia;1929-04-21;16:00;1;0;0;0;
415;6;1929;Legia Warszawa;ŁKS Łódź;1929-04-21;16:00;0;1;0;0;
416;6;1929;Pogoń Lwów;Wisła Kraków;1929-04-21;16:00;2;4;0;0;
417;6;1929;Klub Turystów Łódź;Polonia Warszawa;1929-04-21;16:30;0;0;0;0;
418;6;1929;Garbarnia Kraków;Ruch Chorzów;1929-04-21;16:00;1;1;0;0;
419;7;1929;Polonia Warszawa;Cracovia;1929-04-28;16:00;1;1;0;0;
420;7;1929;1. FC Katowice;Warszawianka Warszawa;1929-04-28;16:00;0;0;0;0;
421;7;1929;Wisła Kraków;Legia Warszawa;1929-04-28;16:15;2;0;0;0;
422;7;1929;ŁKS Łódź;Ruch Chorzów;1929-04-28;16:30;2;1;0;0;
423;7;1929;Pogoń Lwów;Garbarnia Kraków;1929-04-28;16:00;3;2;0;0;
424;8;1929;ŁKS Łódź;Pogoń Lwów;1929-05-05;16:00;2;0;0;0;
425;8;1929;Legia Warszawa;Cracovia;1929-05-05;17:00;2;0;0;0;
426;8;1929;Czarni Lwów;Polonia Warszawa;1929-05-05;16:15;6;3;0;0;
427;8;1929;1. FC Katowice;Warta Poznań;1929-05-05;16:00;1;1;0;0;
428;8;1929;Wisła Kraków;Garbarnia Kraków;1929-05-05;17:00;5;2;0;0;
429;9;1929;Warta Poznań;Legia Warszawa;1929-05-09;17:00;3;1;0;0;
430;9;1929;Wisła Kraków;Czarni Lwów;1929-05-09;17:00;4;4;0;0;
431;9;1929;ŁKS Łódź;Garbarnia Kraków;1929-05-09;17:00;0;0;0;0;
432;9;1929;Warszawianka Warszawa;Klub Turystów Łódź;1929-05-09;16:30;0;2;0;0;
433;10;1929;Cracovia;Warta Poznań;1929-05-19;17:30;5;0;0;0;
434;10;1929;Legia Warszawa;Polonia Warszawa;1929-05-19;17:00;3;2;0;0;
435;10;1929;Garbarnia Kraków;Warta Poznań;1929-05-20;17:30;3;2;0;0;
436;11;1929;Legia Warszawa;1. FC Katowice;1929-05-26;17:30;2;0;0;0;
437;11;1929;Wisła Kraków;Polonia Warszawa;1929-05-26;17:30;4;2;0;0;
438;11;1929;ŁKS Łódź;Cracovia;1929-05-26;17:00;2;1;0;0;
439;11;1929;Pogoń Lwów;Czarni Lwów;1929-05-26;17:00;2;0;0;0;
440;12;1929;Ruch Chorzów;Wisła Kraków;1929-05-30;17:00;2;2;0;0;
441;12;1929;Garbarnia Kraków;Legia Warszawa;1929-05-30;17:30;4;2;0;0;
442;12;1929;1. FC Katowice;ŁKS Łódź;1929-05-30;17:00;5;2;0;0;
443;12;1929;Klub Turystów Łódź;Czarni Lwów;1929-05-30;17:00;1;1;0;0;
444;12;1929;Warszawianka Warszawa;Pogoń Lwów;1929-05-30;17:30;1;1;0;0;
445;13;1929;Pogoń Lwów;1. FC Katowice;1929-06-09;17:00;1;0;0;0;
446;13;1929;Warszawianka Warszawa;ŁKS Łódź;1929-06-09;17:30;2;0;0;0;
447;13;1929;Warta Poznań;Polonia Warszawa;1929-06-09;17:00;3;1;0;0;
448;13;1929;Klub Turystów Łódź;Legia Warszawa;1929-06-09;17:00;2;1;0;0;
449;13;1929;Ruch Chorzów;Czarni Lwów;1929-06-09;18:00;2;4;0;0;
450;13;1929;Cracovia;Wisła Kraków;1929-06-09;18:00;3;1;0;0;
451;14;1929;Garbarnia Kraków;Cracovia;1929-06-16;18:00;0;3;0;0;
452;14;1929;1. FC Katowice;Czarni Lwów;1929-06-16;18:00;0;6;0;0;
453;14;1929;Pogoń Lwów;Ruch Chorzów;1929-06-16;17:30;3;4;0;0;
454;14;1929;Warta Poznań;Wisła Kraków;1929-06-16;17:30;5;0;0;0;
455;14;1929;Legia Warszawa;Warszawianka Warszawa;1929-06-16;17:30;1;1;0;0;
456;14;1929;ŁKS Łódź;Klub Turystów Łódź;1929-06-16;17:30;2;1;0;0;
457;15;1929;Klub Turystów Łódź;Ruch Chorzów;1929-06-23;17:00;3;0;0;0;
458;15;1929;Warta Poznań;ŁKS Łódź;1929-06-23;18:00;3;1;0;0;
459;15;1929;Czarni Lwów;Garbarnia Kraków;1929-06-23;17:30;5;3;0;0;
460;15;1929;Polonia Warszawa;1. FC Katowice;1929-06-23;16:30;4;1;0;0;
461;15;1929;Cracovia;Pogoń Lwów;1929-06-23;18:00;4;3;0;0;
462;16;1929;Czarni Lwów;Warta Poznań;1929-06-29;17:45;1;4;0;0;
463;16;1929;Warszawianka Warszawa;Cracovia;1929-06-30;17:30;2;2;0;0;
464;16;1929;Pogoń Lwów;Warta Poznań;1929-06-30;17:30;2;3;0;0;
465;16;1929;Garbarnia Kraków;1. FC Katowice;1929-06-30;18:00;2;2;0;0;
466;16;1929;Wisła Kraków;Klub Turystów Łódź;1929-06-29;17:30;5;0;0;0;
467;17;1929;Czarni Lwów;Legia Warszawa;1929-07-07;17:30;1;3;0;0;
468;17;1929;Ruch Chorzów;Warszawianka Warszawa;1929-07-07;17:30;1;4;0;0;
469;17;1929;Polonia Warszawa;Pogoń Lwów;1929-07-07;17:30;1;6;0;0;
470;17;1929;Cracovia;Klub Turystów Łódź;1929-07-07;16:00;2;1;0;0;
471;18;1929;Czarni Lwów;ŁKS Łódź;1929-07-14;17:30;3;3;0;0;
472;18;1929;Wisła Kraków;1. FC Katowice;1929-07-14;17:30;2;1;0;0;
473;18;1929;Ruch Chorzów;Polonia Warszawa;1929-07-14;18:00;1;2;0;0;
474;18;1929;Warszawianka Warszawa;Garbarnia Kraków;1929-07-14;17:30;3;4;0;0;
475;18;1929;Klub Turystów Łódź;Pogoń Lwów;1929-07-14;17:30;3;1;0;0;
476;19;1929;Polonia Warszawa;Warta Poznań;1929-07-21;17:00;2;1;0;0;
477;19;1929;Wisła Kraków;Ruch Chorzów;1929-07-21;17:30;5;1;0;0;
478;19;1929;Czarni Lwów;Warszawianka Warszawa;1929-07-21;17:00;4;1;0;0;
479;19;1929;1. FC Katowice;Klub Turystów Łódź;1929-07-21;18:00;1;3;0;0;
480;20;1929;Warta Poznań;1. FC Katowice;1929-07-28;17:30;2;1;0;0;
481;20;1929;Garbarnia Kraków;ŁKS Łódź;1929-07-28;17:30;1;0;0;0;
482;21;1929;Ruch Chorzów;1. FC Katowice;1929-08-11;17:00;0;0;0;0;
483;21;1929;Czarni Lwów;Klub Turystów Łódź;1929-08-11;16:45;6;1;0;0;
484;21;1929;Warszawianka Warszawa;Legia Warszawa;1929-08-11;17:00;1;3;0;0;
485;21;1929;Wisła Kraków;ŁKS Łódź;1929-08-11;17:00;1;4;0;0;
486;22;1929;Cracovia;Warszawianka Warszawa;1929-08-15;17:00;2;0;0;0;
487;22;1929;1. FC Katowice;Garbarnia Kraków;1929-08-15;17:00;2;4;0;0;
488;22;1929;Polonia Warszawa;Czarni Lwów;1929-08-15;17:00;2;0;0;0;
489;23;1929;Klub Turystów Łódź;Wisła Kraków;1929-08-18;17:00;0;3;0;0;
490;23;1929;Legia Warszawa;Czarni Lwów;1929-08-18;17:00;4;2;0;0;
491;23;1929;Cracovia;ŁKS Łódź;1929-08-18;17:25;8;0;0;0;
492;23;1929;Warta Poznań;Pogoń Lwów;1929-08-18;17:00;3;2;0;0;
493;24;1929;ŁKS Łódź;Legia Warszawa;1929-08-25;16:30;1;1;0;0;
494;24;1929;Warta Poznań;Ruch Chorzów;1929-08-25;17:00;5;0;0;0;
495;24;1929;Warszawianka Warszawa;Wisła Kraków;1929-08-25;16:45;3;2;0;0;
496;24;1929;Pogoń Lwów;Polonia Warszawa;1929-08-25;16:30;0;2;0;0;
497;25;1929;Pogoń Lwów;Cracovia;1929-09-01;16:30;1;1;0;0;
498;25;1929;1. FC Katowice;Legia Warszawa;1929-09-01;16:00;1;2;0;0;
499;25;1929;ŁKS Łódź;Czarni Lwów;1929-09-01;16:30;4;2;0;0;
500;25;1929;Garbarnia Kraków;Wisła Kraków;1929-09-01;16:30;1;0;0;0;
501;25;1929;Polonia Warszawa;Warszawianka Warszawa;1929-09-01;16:30;5;1;0;0;
502;26;1929;Warta Poznań;Cracovia;1929-09-08;16:00;2;0;0;0;
503;26;1929;Wisła Kraków;Pogoń Lwów;1929-09-08;16:15;3;1;0;0;
504;26;1929;ŁKS Łódź;Warszawianka Warszawa;1929-09-08;16:00;3;3;0;0;
505;26;1929;Polonia Warszawa;Legia Warszawa;1929-09-08;10:30;2;2;0;0;
506;26;1929;Czarni Lwów;1. FC Katowice;1929-09-08;16:00;3;4;0;0;
507;26;1929;Ruch Chorzów;Garbarnia Kraków;1929-09-08;16:00;3;0;1;0;
508;27;1929;Pogoń Lwów;Warszawianka Warszawa;1929-09-15;16:00;0;1;0;0;
509;27;1929;Legia Warszawa;Warta Poznań;1929-09-15;16:00;3;1;0;0;
510;27;1929;1. FC Katowice;Ruch Chorzów;1929-09-15;16:20;1;1;0;0;
511;27;1929;Cracovia;Garbarnia Kraków;1929-09-15;16:00;2;2;0;0;
512;27;1929;Klub Turystów Łódź;ŁKS Łódź;1929-09-15;15:30;0;2;0;0;
513;28;1929;1. FC Katowice;Polonia Warszawa;1929-09-22;16:00;4;0;0;0;
514;28;1929;Pogoń Lwów;Klub Turystów Łódź;1929-09-22;15:30;4;3;0;0;
515;28;1929;Wisła Kraków;Cracovia;1929-09-22;15:30;5;1;0;0;
516;28;1929;Warta Poznań;Garbarnia Kraków;1929-09-22;15:30;1;5;0;0;
517;28;1929;Warszawianka Warszawa;Czarni Lwów;1929-09-22;15:30;1;0;0;0;
518;29;1929;Cracovia;Legia Warszawa;1929-09-29;15:30;3;3;0;0;
519;29;1929;Czarni Lwów;Ruch Chorzów;1929-09-29;15:00;2;5;0;0;
520;29;1929;Polonia Warszawa;ŁKS Łódź;1929-09-29;15:30;1;2;0;0;
521;29;1929;Klub Turystów Łódź;Warta Poznań;1929-09-29;16:00;0;3;0;1;
522;29;1929;1. FC Katowice;Wisła Kraków;1929-09-29;16:00;2;4;0;0;
523;29;1929;Garbarnia Kraków;Warszawianka Warszawa;1929-09-29;10:30;5;0;0;0;
524;30;1929;Polonia Warszawa;Ruch Chorzów;1929-10-06;15:30;3;0;0;1;
525;31;1929;Warta Poznań;Czarni Lwów;1929-10-13;15:00;1;0;0;0;
526;31;1929;Legia Warszawa;Wisła Kraków;1929-10-13;12:00;1;0;0;0;
527;31;1929;Pogoń Lwów;ŁKS Łódź;1929-10-13;15:00;1;1;0;0;
528;31;1929;Klub Turystów Łódź;Garbarnia Kraków;1929-10-13;12:00;1;3;0;0;
529;31;1929;Cracovia;1. FC Katowice;1929-10-13;14:30;6;1;0;0;
530;32;1929;Klub Turystów Łódź;Cracovia;1929-10-20;15:00;1;1;0;0;
531;32;1929;Ruch Chorzów;ŁKS Łódź;1929-10-20;15:00;1;3;0;0;
532;32;1929;Legia Warszawa;Pogoń Lwów;1929-10-20;14:30;3;2;0;0;
533;32;1929;Garbarnia Kraków;Polonia Warszawa;1929-10-20;15:00;3;2;0;0;
534;32;1929;Czarni Lwów;Wisła Kraków;1929-10-20;11:00;4;0;0;0;
535;33;1929;Warszawianka Warszawa;Warta Poznań;1929-10-27;11:15;0;4;0;0;
536;33;1929;Legia Warszawa;Garbarnia Kraków;1929-10-27;13:00;1;1;0;0;
537;33;1929;ŁKS Łódź;1. FC Katowice;1929-10-27;14:00;0;0;0;0;
538;33;1929;Cracovia;Polonia Warszawa;1929-10-27;14:00;5;2;0;0;
539;33;1929;Ruch Chorzów;Klub Turystów Łódź;1929-10-27;14:00;0;0;0;0;
540;33;1929;Czarni Lwów;Pogoń Lwów;1929-10-27;11:30;1;2;0;0;
541;34;1929;Garbarnia Kraków;Czarni Lwów;1929-11-03;11:30;3;2;0;0;
542;34;1929;1. FC Katowice;Pogoń Lwów;1929-11-03;14:00;1;1;0;0;
543;34;1929;Polonia Warszawa;Klub Turystów Łódź;1929-11-03;13:00;2;1;0;0;
544;34;1929;Ruch Chorzów;Pogoń Lwów;1929-11-01;14:00;1;3;0;0;
545;34;1929;Cracovia;Czarni Lwów;1929-11-01;11:15;8;0;0;0;
546;34;1929;ŁKS Łódź;Warta Poznań;1929-11-03;14:00;0;2;0;0;
547;35;1929;Wisła Kraków;Warta Poznań;1929-11-10;11:30;0;0;0;0;
548;35;1929;Ruch Chorzów;Legia Warszawa;1929-11-10;13:30;1;2;0;0;
549;35;1929;Warszawianka Warszawa;1. FC Katowice;1929-11-10;13:00;4;2;0;0;
550;36;1929;Ruch Chorzów;Cracovia;1929-11-17;13:30;0;0;0;0;
551;36;1929;Garbarnia Kraków;Pogoń Lwów;1929-11-17;11:30;2;2;0;0;
552;36;1929;Polonia Warszawa;Wisła Kraków;1929-11-17;13:00;3;4;0;0;
553;36;1929;Klub Turystów Łódź;Warszawianka Warszawa;1929-11-17;13:30;3;0;0;0;
554;37;1929;Legia Warszawa;Klub Turystów Łódź;1929-11-24;12:45;1;1;0;0;
555;37;1929;Warszawianka Warszawa;Ruch Chorzów;1929-11-24;11:00;2;2;0;0;
556;38;1929;Ruch Chorzów;Garbarnia Kraków;1929-12-01;14:00;1;0;0;0;
557;1;1930;Garbarnia Kraków;Warszawianka Warszawa;1930-03-23;15:00;1;3;0;0;
558;1;1930;Polonia Warszawa;ŁTSG Łódź;1930-03-23;15:00;2;2;0;0;
559;1;1930;Warta Poznań;Ruch Chorzów;1930-03-23;15:00;3;0;0;0;
560;2;1930;ŁTSG Łódź;Warta Poznań;1930-03-30;16:00;3;2;0;0;
561;2;1930;Wisła Kraków;Warszawianka Warszawa;1930-03-30;15:15;3;1;0;0;
562;2;1930;Polonia Warszawa;Cracovia;1930-03-30;15:00;0;3;0;1;
563;3;1930;Pogoń Lwów;Warszawianka Warszawa;1930-04-06;16:00;5;0;0;0;
564;3;1930;Cracovia;Ruch Chorzów;1930-04-06;16:00;3;0;0;0;
565;3;1930;Warta Poznań;Polonia Warszawa;1930-04-06;15:00;3;1;0;0;
566;3;1930;ŁTSG Łódź;ŁKS Łódź;1930-04-06;16:00;1;1;0;0;
567;4;1930;Ruch Chorzów;Legia Warszawa;1930-04-13;16:00;1;1;0;0;
568;4;1930;Wisła Kraków;Warta Poznań;1930-04-13;16:00;1;1;0;0;
569;4;1930;Warszawianka Warszawa;Polonia Warszawa;1930-04-13;16:00;0;3;0;0;
570;4;1930;Czarni Lwów;Cracovia;1930-04-13;16:00;1;2;0;0;
571;4;1930;ŁKS Łódź;Garbarnia Kraków;1930-04-13;16:00;5;1;0;0;
572;5;1930;Garbarnia Kraków;Wisła Kraków;1930-04-20;16:00;1;3;0;0;
573;6;1930;Cracovia;Garbarnia Kraków;1930-04-27;16:00;2;1;0;0;
574;6;1930;ŁKS Łódź;Wisła Kraków;1930-04-27;16:00;0;2;0;0;
575;6;1930;Polonia Warszawa;Pogoń Lwów;1930-04-27;16:00;2;2;0;0;
576;6;1930;Warta Poznań;Warszawianka Warszawa;1930-04-27;16:00;4;2;0;0;
577;6;1930;Czarni Lwów;ŁTSG Łódź;1930-04-27;16:00;0;0;0;0;
578;7;1930;Ruch Chorzów;ŁTSG Łódź;1930-05-04;17:00;3;1;0;0;
579;7;1930;Pogoń Lwów;Wisła Kraków;1930-05-03;16:00;2;2;0;0;
580;7;1930;Garbarnia Kraków;Polonia Warszawa;1930-05-04;17:00;3;3;0;0;
581;7;1930;Legia Warszawa;Warta Poznań;1930-05-03;16:30;4;0;0;0;
582;7;1930;ŁKS Łódź;Czarni Lwów;1930-05-04;17:00;3;1;0;0;
583;7;1930;Warszawianka Warszawa;Cracovia;1930-05-04;11:30;1;3;0;0;
584;8;1930;Cracovia;Legia Warszawa;1930-05-18;17:00;2;3;0;0;
585;8;1930;Ruch Chorzów;Garbarnia Kraków;1930-05-18;17:00;2;2;0;0;
586;8;1930;Polonia Warszawa;Wisła Kraków;1930-05-18;17:00;3;4;0;0;
587;8;1930;ŁKS Łódź;Warszawianka Warszawa;1930-05-18;17:30;7;0;0;0;
588;8;1930;Czarni Lwów;Pogoń Lwów;1930-05-18;17:00;0;0;0;0;
589;9;1930;Pogoń Lwów;Cracovia;1930-05-25;17:30;0;2;0;0;
590;9;1930;Wisła Kraków;ŁTSG Łódź;1930-05-25;17:30;1;0;0;0;
591;9;1930;ŁKS Łódź;Warta Poznań;1930-05-25;17:30;1;4;0;0;
592;9;1930;Ruch Chorzów;Polonia Warszawa;1930-05-25;17:30;2;1;0;0;
593;9;1930;Legia Warszawa;Garbarnia Kraków;1930-05-25;17:30;3;1;0;0;
594;10;1930;ŁKS Łódź;Polonia Warszawa;1930-05-29;17:30;0;1;0;0;
595;10;1930;Warszawianka Warszawa;Czarni Lwów;1930-05-29;17:30;1;1;0;0;
596;11;1930;Czarni Lwów;Legia Warszawa;1930-06-01;17:15;0;0;0;0;
597;11;1930;Ruch Chorzów;Pogoń Lwów;1930-06-01;17:00;4;1;0;0;
598;11;1930;Warta Poznań;Garbarnia Kraków;1930-06-01;17:00;5;1;0;0;
599;12;1930;Wisła Kraków;Cracovia;1930-06-08;18:00;1;2;0;0;
600;12;1930;Ruch Chorzów;ŁKS Łódź;1930-06-08;17:30;4;0;0;0;
